State Name,District Name,Subdistrict Name,Facility Type,Facility Name,Facility Address,Latitude,Longitude,ActiveFlag_C,Location Type,Type Of Facility
Kerala,Thiruvananthapuram,Puthenthope CHC Area,phc,Puthukurichi PHC,NA,8.606302641,76.80700101,Y,Rural,Public
Kerala,Thiruvananthapuram,General Hospital Thiruvananthapuram,phc,UPHC Poovathoor,NA,8.614427,76.969002,Y,Urban,Public
Kerala,Thiruvananthapuram,Vamanapuram BPHC Area,phc,Pullampara PHC,NA,8.615213,76.9398,Y,Rural,Public
Kerala,Thiruvananthapuram,Puthenthope CHC Area,phc,Mangalapuram PHC,NA,8.61845926,76.83988356,Y,Rural,Public
Kerala,Thiruvananthapuram,Anchuthengu CHCArea,phc,Perumathura PHC,NA,8.62059262,76.79642439,Y,Rural,Public
Kerala,Thiruvananthapuram,Kanyakulangara CHCArea,phc,Anad PHC,NA,8.626894242,77.01173583,Y,Rural,Public
Kerala,Thiruvananthapuram,Kanyakulangara CHCArea,phc,Vembayam PHC,NA,8.63170943,76.92621659,Y,Rural,Public
Kerala,Thiruvananthapuram,Vithura CHC Area,phc,Malayadi PHC,NA,8.632128221,77.0737569,Y,Rural,Public
Kerala,Thiruvananthapuram,Anchuthengu CHCArea,phc,Azhoor PHC,NA,8.636408655,76.82132438,Y,Rural,Public
Kerala,Thiruvananthapuram,Vithura CHC Area,phc,Tholicode PHC 24x7,NA,8.644195931,77.05643746,Y,Rural,Public
Kerala,Thiruvananthapuram,Puthenthope CHC Area,phc,Thonnakkal PHC,NA,8.651581886,76.86850987,Y,Rural,Public
Kerala,Thiruvananthapuram,Kanyakulangara CHCArea,phc,Panavoor PHC,NA,8.659096461,76.98865649,Y,Rural,Public
Kerala,Thiruvananthapuram,Vakkom CHC Area,phc,Kizhuvilam PHC,NA,8.660596784,76.8329197,Y,Rural,Public
Kerala,Thiruvananthapuram,Anchuthengu CHCArea,phc,Keezhattingal PHC,NA,8.679275876,76.77632267,Y,Rural,Public
Kerala,Thiruvananthapuram,Vakkom CHC Area,phc,Mudakkal PHC,NA,8.68543489,76.86578468,Y,Rural,Public
Kerala,Thiruvananthapuram,Vellanad CHC Area,phc,Manikkal Vamanapuram PHC,NA,8.694,76.769,Y,Rural,Public
Kerala,Thiruvananthapuram,Vellanad CHC Area,phc,Kallikkad Old PHC,NA,8.698072,76.946319,Y,Rural,Public
Kerala,Thiruvananthapuram,Manamboor CHC Area,phc,Cherunniyoor PHC,NA,8.705983293,76.75430071,Y,Rural,Public
Kerala,Thiruvananthapuram,Manamboor CHC Area,phc,Vettoor PHC,NA,8.707546243,76.73545688,Y,Rural,Public
Kerala,Thiruvananthapuram,Vithura CHC Area,phc,Peringamala PHC,NA,8.722364979,77.04973805,Y,Rural,Public
Kerala,Thiruvananthapuram,Kesavapuram CHC Area,phc,Karavaram PHC,NA,8.746171413,76.81237102,Y,Rural,Public
Kerala,Thiruvananthapuram,Manamboor CHC Area,phc,Ottoor PHC,NA,8.748227987,76.77056302,Y,Rural,Public
Kerala,Thiruvananthapuram,Kesavapuram CHC Area,phc,Pulimath PHC,NA,8.758789533,76.92021933,Y,Rural,Public
Kerala,Thiruvananthapuram,Manamboor CHC Area,phc,Chemmaruthy PHC,NA,8.759343228,76.75250037,Y,Rural,Public
Kerala,Thiruvananthapuram,Kallara CHCArea,phc,Bharathannur PHC,NA,8.76102224,76.98890834,Y,Rural,Public
Kerala,Thiruvananthapuram,Kesavapuram CHC Area,phc,Navaikulam PHC,NA,8.774047223,76.78617338,Y,Rural,Public
Kerala,Thiruvananthapuram,Manamboor CHC Area,phc,Thonippara PHC,NA,8.783418921,76.6967681,Y,Rural,Public
Kerala,Thiruvananthapuram,Kesavapuram CHC Area,phc,Adayamon PHC,NA,8.784154629,76.90356214,Y,Rural,Public
Kerala,Thiruvananthapuram,Kesavapuram CHC Area,phc,Kilimanoor PHC,NA,8.79478519,76.8601756,Y,Rural,Public
Kerala,Kollam,Nilamel CHCArea,phc,Kumil PHC,NA,8.799055,76.923973,Y,Rural,Public
Kerala,Kollam,Nilamel CHCArea,phc,Mancode PHC,NA,8.807142809,77.00897966,Y,Rural,Public
Kerala,Kollam,Pathanapuram CHCArea,phc,Mancode Pathanapuram PHC,NA,8.807142809,77.00897966,Y,Rural,Public
Kerala,Kollam,Kalakode CHCArea,phc,Paravoor Pozhikkara PHC,NA,8.807809679,76.65331537,Y,Rural,Public
Kerala,Kollam,Kalakode CHCArea,phc,Parippally PHC,NA,8.808476362,76.76017968,Y,Rural,Public
Kerala,Kollam,Kalakode CHCArea,phc,Chirakkara PHC,NA,8.813038,76.727271,Y,Rural,Public
Kerala,Kollam,Nilamel CHCArea,phc,Madathara PHC,NA,8.815993545,77.01656402,Y,Rural,Public
Kerala,Thiruvananthapuram,Kesavapuram CHC Area,phc,Madavoor PHC,NA,8.818406829,76.83210331,Y,Rural,Public
Kerala,Kollam,Palathara CHCArea,phc,Eravipuram PHC,NA,8.854430258,76.61654379,Y,Rural,Public
Kerala,Kollam,Kalakode CHCArea,phc,Chathanoor PHC,NA,8.855763665,76.72317474,Y,Rural,Public
Kerala,Kollam,Kalakode CHCArea,phc,Adichanalloor PHC,NA,8.86281427,76.68345276,Y,Rural,Public
Kerala,Kollam,Velinalloor CHCArea,phc,Ittiva PHC,NA,8.866664495,76.9211846,Y,Rural,Public
Kerala,Kollam,Velinalloor CHCArea,phc,Chadayamangalam PHC,NA,8.86966477,76.86774411,Y,Rural,Public
Kerala,Kollam,Women and Children Hospital Victoria Hl Kollam,phc,UPHC Mundackal,NA,8.876846,76.610536,Y,Urban,Public
Kerala,Kollam,Nedumoncavu CHCArea,phc,Pooyapally PHC,NA,8.88371599,76.75877952,Y,Rural,Public
Kerala,Kollam,Women and Children Hospital Victoria Hl Kollam,phc,UPHC Vadi,NA,8.88502,76.57428,Y,Urban,Public
Kerala,Kollam,Palathara CHCArea,phc,Thrikkovilvattom PHC,NA,8.891550004,76.69603779,Y,Rural,Public
Kerala,Kollam,Palathara CHCArea,phc,Elampalloor PHC,NA,8.892219,76.574391,Y,Rural,Public
Kerala,Kollam,Anchal CHCArea,phc,Alayamon PHC,NA,8.896633657,76.94930505,Y,Rural,Public
Kerala,Kollam,Velinalloor CHCArea,phc,Elamadu PHC,NA,8.899333935,76.83267276,Y,Rural,Public
Kerala,Kollam,Thrikkadavoor CHCArea,phc,Kilikolloor PHC,NA,8.900317432,76.6184774,Y,Rural,Public
Kerala,Kollam,Women and Children Hospital Victoria Hl Kollam,phc,UPHC Ullyakkovil,NA,8.902105,76.602278,Y,Urban,Public
Kerala,Kollam,Nedumoncavu CHCArea,phc,Neduvathur PHC,NA,8.903367658,76.70065508,Y,Rural,Public
Kerala,Kollam,Palathara CHCArea,phc,Kottamkara PHC,NA,8.924536108,76.67073441,Y,Rural,Public
Kerala,Kollam,Thrikkadavoor CHCArea,phc,Sakthikulangara PHC,NA,8.927769754,76.54898477,Y,Rural,Public
Kerala,Kollam,Anchal CHCArea,phc,Yeroor PHC,NA,8.933470077,76.94453776,Y,Rural,Public
Kerala,Kollam,Kulakkada CHCArea,phc,Ummannoor PHC,NA,8.935953675,76.81508709,Y,Rural,Public
Kerala,Kollam,Nedumoncavu CHCArea,phc,Veliyam PHC,NA,8.937770503,76.79343419,Y,Rural,Public
Kerala,Kollam,Kundara CHCArea,phc,Perumon PHC,NA,8.939970737,76.66204992,Y,Rural,Public
Kerala,Kollam,Thrikkadavoor CHCArea,phc,Thrikkaruva PHC,NA,8.944071105,76.59157381,Y,Rural,Public
Kerala,Kollam,Kundara CHCArea,phc,Perinad PHC,NA,8.946287,76.60699,Y,Rural,Public
Kerala,Kollam,Anchal CHCArea,phc,Edamulakkal PHC,NA,8.952938404,76.87991244,Y,Rural,Public
Kerala,Kollam,Kulathupuzha CHCArea,phc,Thenmala PHC,NA,8.964539286,77.06905445,Y,Rural,Public
Kerala,Kollam,Kulathupuzha CHCArea,phc,Aryankavu PHC,NA,8.968106236,77.09895846,Y,Rural,Public
Kerala,Kollam,Nedumoncavu CHCArea,phc,Ezhukone PHC,NA,8.968873138,76.71987434,Y,Rural,Public
Kerala,Kollam,Nedumoncavu CHCArea,phc,Ezhukone Pavithreswaram PHC,NA,8.971723376,76.72110784,Y,Rural,Public
Kerala,Kollam,Chavara CHCArea,phc,Kottamkulangara PHC    Chavara PHC,NA,8.978507341,76.53888343,Y,Rural,Public
Kerala,Kollam,Anchal CHCArea,phc,Karavaloor PHC,NA,8.980490692,76.92461845,Y,Rural,Public
Kerala,Kollam,Kulakkada CHCArea,phc,Thalachira PHC,NA,8.982174201,76.8468747,Y,Rural,Public
Kerala,Kollam,Kundara CHCArea,phc,Perayam PHC,NA,8.99270849,76.66288338,Y,Rural,Public
Kerala,Kollam,Kundara CHCArea,phc,Mundroe Island PHC,NA,9.000775844,76.63086243,Y,Rural,Public
Kerala,Kollam,Kulakkada CHCArea,phc,Melila PHC,NA,9.006459574,76.83635663,Y,Rural,Public
Kerala,Kollam,Kundara CHCArea,phc,East Kallada PHC,NA,9.009109867,76.65541572,Y,Rural,Public
Kerala,Kollam,Thekkumbhagam CHCArea,phc,Thevalakara PHC,NA,9.009576601,76.5751383,Y,Rural,Public
Kerala,Kollam,Sooranadu CHCArea,phc,West Kallada PHC,NA,9.01106004,76.62874548,Y,Rural,Public
Kerala,Kollam,Kulakkada CHCArea,phc,Mylom PHC,NA,9.021827562,76.75736272,Y,Rural,Public
Kerala,Kollam,Pathanapuram CHCArea,phc,Vilakkudi PHC,NA,9.023961036,76.85024183,Y,Rural,Public
Kerala,Kollam,Pathanapuram CHCArea,phc,Thalavoor PHC,NA,9.034695278,76.8302725,Y,Rural,Public
Kerala,Kollam,Kulakkada CHCArea,phc,S.N.Puram PHC,NA,9.035112032,76.69893823,Y,Rural,Public
Kerala,Kollam,Pathanapuram CHCArea,phc,Piravanthoor PHC,NA,9.056897104,76.91123335,Y,Rural,Public
Kerala,Kollam,THQH Karunagappally,phc,UPHC Karunagappally,NA,9.063268,76.534282,Y,Urban,Public
Kerala,Kollam,Mynagappally CHCArea,phc,Alappad PHC,NA,9.065331302,76.49652778,Y,Rural,Public
Kerala,Kollam,Sooranadu CHCArea,phc,Kunnathur PHC,NA,9.071281735,76.69355419,Y,Rural,Public
Kerala,Kollam,Oachira CHCArea,phc,K.S.Puram PHC,NA,9.072881934,76.50314534,Y,Rural,Public
Kerala,Kollam,Pathanapuram CHCArea,phc,Pattazhy PHC,NA,9.072881934,76.79755147,Y,Rural,Public
Kerala,Kollam,Sooranadu CHCArea,phc,Sooranadu South PHC,NA,9.074382026,76.60644252,Y,Rural,Public
Kerala,Kollam,Pathanapuram CHCArea,phc,Pattazhi Vadakkekara PHC,NA,9.080499122,76.82433839,Y,Rural,Public
Kerala,Kollam,Mynagappally CHCArea,phc,Azheekal PHC,NA,9.08461625,76.50846272,Y,Rural,Public
Kerala,Kollam,Kulathupuzha CHCArea,phc,Achancovil PHC,NA,9.087872305,77.12365929,Y,Rural,Public
Kerala,Kollam,Mynagappally CHCArea,phc,Thodiyoor PHC,NA,9.088083333,76.5727,Y,Rural,Public
Kerala,Kollam,Mynagappally CHCArea,phc,Thazhava PHC,NA,9.088683333,76.56021667,Y,Rural,Public
Kerala,Pathanamthitta,Vechoochira CHCArea,phc,Nilakkal PHC,NA,9.088991,76.700325,Y,Rural,Public
Kerala,Pathanamthitta,Enadimangalam CHCArea,phc,Kadambanadu PHC,NA,9.095878248,76.6795801,Y,Rural,Public
Kerala,Kollam,Sooranadu CHCArea,phc,Poruvazhy PHC,NA,9.100750888,76.65809945,Y,Rural,Public
Kerala,Pathanamthitta,Enadimangalam CHCArea,phc,Ezhamkulam PHC,NA,9.104379256,76.77114263,Y,Rural,Public
Kerala,Kollam,Oachira CHCArea,phc,Vallikavu PHC,NA,9.106451415,76.51366343,Y,Rural,Public
Kerala,Pathanamthitta,Enadimangalam CHCArea,phc,Erathu PHC,NA,9.11504651,76.71764077,Y,Rural,Public
Kerala,Alappuzha,Chunakara CHCArea,phc,Vallikunnam PHC,NA,9.13412,76.538467,Y,Rural,Public
Kerala,Alappuzha,Muthukulam CHC Area,phc,Krishnapuram PHC,NA,9.134637,76.522848,Y,Rural,Public
Kerala,Pathanamthitta,Enadimangalam CHCArea,phc,Koodal PHC,NA,9.142004272,76.8543591,Y,Rural,Public
Kerala,Alappuzha,Chunakara CHCArea,phc,Thamarakulam PHC,NA,9.145871,76.61356,Y,Rural,Public
Kerala,Pathanamthitta,Enadimangalam CHCArea,phc,Pallickal PHC,NA,9.145919621,76.66152215,Y,Rural,Public
Kerala,Alappuzha,Muthukulam CHC Area,phc,Devikulangara PHC,NA,9.156656,76.493394,Y,Rural,Public
Kerala,Alappuzha,Chunakara CHCArea,phc,Nooranad PHC,NA,9.158172,76.613577,Y,Rural,Public
Kerala,Alappuzha,THQH Kayamkulam,phc,UPHC Cheravally,NA,9.163402,76.5147424,Y,Urban,Public
Kerala,Pathanamthitta,Enadimangalam CHCArea,phc,Chandappally 24*7 PHC,NA,9.166161893,76.76848094,Y,Rural,Public
Kerala,Alappuzha,Chunakara CHCArea,phc,Palamel PHC,NA,9.174824,76.642047,Y,Rural,Public
Kerala,Alappuzha,Muthukulam CHC Area,phc,Cheppad PHC,NA,9.187217,76.471291,Y,Rural,Public
Kerala,Alappuzha,Muthukulam CHC Area,phc,Kandalloor PHC,NA,9.187675,76.468957,Y,Rural,Public
Kerala,Alappuzha,Chunakara CHCArea,phc,Bharanicavu PHC,NA,9.189458,76.563137,Y,Rural,Public
Kerala,Pathanamthitta,Thumpamon CHCArea,phc,Pandalam 24*7 PHC,NA,9.18950831,76.74024383,Y,Rural,Public
Kerala,Pathanamthitta,Konni CHCArea,phc,Kokkathode PHC,NA,9.192552908,76.9729528,Y,Rural,Public
Kerala,Alappuzha,Muthukulam CHC Area,phc,Pathiyoor PHC,NA,9.199809,76.488577,Y,Rural,Public
Kerala,Alappuzha,Muthukulam CHC Area,phc,Arattupuzha PHC,NA,9.214394,76.426969,Y,Rural,Public
Kerala,Pathanamthitta,Konni CHCArea,phc,Pramadom PHC,NA,9.216443879,76.8098754,Y,Rural,Public
Kerala,Pathanamthitta,Konni CHCArea,phc,Vallikode PHC,NA,9.22061091,76.77484848,Y,Rural,Public
Kerala,Pathanamthitta,Thumpamon CHCArea,phc,Pandalam Thekkekkara PHC,NA,9.223388958,76.68291393,Y,Rural,Public
Kerala,Alappuzha,Kurathikad CHC Area,phc,Chettikulangara PHC,NA,9.224411,76.519548,Y,Rural,Public
Kerala,Pathanamthitta,Elanthoor CHCArea,phc,Omalloor PHC,NA,9.243112806,76.76459156,Y,Rural,Public
Kerala,Pathanamthitta,Vallana CHCArea,phc,Kulanada PHC,NA,9.243946247,76.66957882,Y,Rural,Public
Kerala,Alappuzha,Kurathikad CHC Area,phc,Thazhakkara PHC,NA,9.24558,76.577472,Y,Rural,Public
Kerala,Alappuzha,Pandanad CHC Area,phc,Venmony PHC,NA,9.25308,76.616477,Y,Rural,Public
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,phc,Chingoli PHC,NA,9.254814,76.450072,Y,Rural,Public
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,phc,Kumarapuram PHC,NA,9.255314,76.433469,Y,Rural,Public
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,phc,Karthikappally PHC,NA,9.256847,76.463907,Y,Rural,Public
Kerala,Pathanamthitta,Elanthoor CHCArea,phc,Chennerkara PHC,NA,9.260614298,76.71430705,Y,Rural,Public
Kerala,Pathanamthitta,Elanthoor CHCArea,phc,Manjanikkara PHC,NA,9.261447701,76.71458486,Y,Rural,Public
Kerala,Pathanamthitta,Vallana CHCArea,phc,Mezhuveli PHC,NA,9.268114942,76.67958017,Y,Rural,Public
Kerala,Alappuzha,Pandanad CHC Area,phc,Cheriyanad PHC,NA,9.273599,76.593774,Y,Rural,Public
Kerala,Alappuzha,Pandanad CHC Area,phc,Ala PHC,NA,9.278566,76.615244,Y,Rural,Public
Kerala,Pathanamthitta,Konni CHCArea,phc,Thannithode 24*7 PHC,NA,9.27867128,76.927669,Y,Rural,Public
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,phc,Haripad PHC,NA,9.281966,76.44152,Y,Rural,Public
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,phc,Pallipad PHC,NA,9.284154,76.487714,Y,Rural,Public
Kerala,Alappuzha,Kurathikad CHC Area,phc,Chennithala PHC,NA,9.286467,76.528665,Y,Rural,Public
Kerala,Pathanamthitta,Konni CHCArea,phc,Malayalapuzha PHC,NA,9.292839182,76.83182282,Y,Rural,Public
Kerala,Alappuzha,Pandanad CHC Area,phc,Mulakuzha PHC,NA,9.294717,76.625929,Y,Rural,Public
Kerala,Alappuzha,Pandanad CHC Area,phc,Budhanoor PHC,NA,9.298218,76.555919,Y,Rural,Public
Kerala,Alappuzha,Pandanad CHC Area,phc,Puliyoor PHC,NA,9.300268,76.583206,Y,Rural,Public
Kerala,Alappuzha,Pandanad CHC Area,phc,Kadampoor PHC,NA,9.303135,76.558736,Y,Rural,Public
Kerala,Pathanamthitta,Elanthoor CHCArea,phc,Mallappuzhassery PHC,NA,9.303395676,76.71041765,Y,Rural,Public
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,phc,Veeyapuram PHC,NA,9.306002,76.456973,Y,Rural,Public
Kerala,Pathanamthitta,Konni CHCArea,phc,Mylapra PHC,NA,9.31200748,76.79042839,Y,Rural,Public
Kerala,Pathanamthitta,Elanthoor CHCArea,phc,Kadambanitta PHC,NA,9.312285287,76.77459293,Y,Rural,Public
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,phc,Cheruthana PHC,NA,9.316202,76.443971,Y,Rural,Public
Kerala,Alappuzha,Thrikkunnapuzha CHC Area,phc,Karuvata PHC,NA,9.317252,76.424868,Y,Rural,Public
Kerala,Pathanamthitta,Vechoochira CHCArea,phc,Seethathode PHC,NA,9.323119444,76.9698969,Y,Rural,Public
Kerala,Alappuzha,Ambalapuzha BPHCArea,phc,Thottappally PHC,NA,9.32347,76.378529,Y,Rural,Public
Kerala,Pathanamthitta,Chathenkery CHCArea,phc,Kadapra PHC,NA,9.32368163,76.53696023,Y,Rural,Public
Kerala,Pathanamthitta,Vechoochira CHCArea,phc,Ranni Angadi PHC,NA,9.331653524,76.90951659,Y,Rural,Public
Kerala,Pathanamthitta,Kanjeettukara CHCArea,phc,Koipuram PHC,NA,9.33210367,76.65349892,Y,Rural,Public
Kerala,Pathanamthitta,Vechoochira CHCArea,phc,Vadasserikkara PHC,NA,9.340343177,76.83932384,Y,Rural,Public
Kerala,Pathanamthitta,Kanjeettukara CHCArea,phc,Thottapuzhassery PHC,NA,9.341804471,76.69400435,Y,Rural,Public
Kerala,Alappuzha,Pandanad CHC Area,phc,Eramallikara PHC,NA,9.343438,76.56327,Y,Rural,Public
Kerala,Pathanamthitta,Elanthoor CHCArea,phc,Cherukole PHC,NA,9.346604847,76.76571397,Y,Rural,Public
Kerala,Pathanamthitta,Ezhumattoor CHCArea,phc,Othera PHC,NA,9.353605489,76.62986242,Y,Rural,Public
Kerala,Pathanamthitta,Vechoochira CHCArea,phc,Angamoozhi PHC,NA,9.35784458,76.98767708,Y,Rural,Public
Kerala,Pathanamthitta,Chathenkery CHCArea,phc,Niranam PHC,NA,9.3603,76.52286667,Y,Rural,Public
Kerala,Alappuzha,Ambalapuzha BPHCArea,phc,Purakkad PHC,NA,9.364373,76.362693,Y,Rural,Public
Kerala,Alappuzha,Chempumpuram CHCArea,phc,Thalavady PHC,NA,9.365807,76.496495,Y,Rural,Public
Kerala,Pathanamthitta,Chathenkery CHCArea,phc,Kuttoor PHC,NA,9.369373521,76.57065,Y,Rural,Public
Kerala,Pathanamthitta,Chathenkery CHCArea,phc,Nedumpuram PHC,NA,9.369373521,76.52041442,Y,Rural,Public
Kerala,Alappuzha,Chempumpuram CHCArea,phc,Thakazhy PHC,NA,9.372807,76.405716,Y,Rural,Public
Kerala,Pathanamthitta,Vechoochira CHCArea,phc,Ranni Pazhavangadi PHC,NA,9.376735156,76.77959363,Y,Rural,Public
Kerala,Alappuzha,Ambalapuzha BPHCArea,phc,Ambalapuzha NORTH,NA,9.38335,76.35715,Y,Rural,Public
Kerala,Alappuzha,Veliyanad CHC Area,phc,Muttar PHC,NA,9.388342,76.511097,Y,Rural,Public
Kerala,Pathanamthitta,Ezhumattoor CHCArea,phc,Puramattom PHC,NA,9.388925121,76.65358228,Y,Rural,Public
Kerala,Pathanamthitta,Vechoochira CHCArea,phc,Naranammoozhy PHC,NA,9.393681001,76.8398795,Y,Rural,Public
Kerala,Pathanamthitta,Kunnanthanam BPHC Area,phc,Kaviyoor PHC,NA,9.393708872,76.61552718,Y,Rural,Public
Kerala,Pathanamthitta,Ezhumattoor CHCArea,phc,Thelliyoor PHC,NA,9.394658927,76.68295289,Y,Rural,Public
Kerala,Pathanamthitta,Chathenkery CHCArea,phc,UPHC Kuttappuzha,NA,9.404226436,76.58372292,Y,Urban,Public
Kerala,Pathanamthitta,Kunnanthanam BPHC Area,phc,Kottanadu 24*7 PHC,NA,9.414743934,76.7301759,Y,Rural,Public
Kerala,Alappuzha,Veliyanad CHC Area,phc,Ramankary PHC,NA,9.422061,76.46449,Y,Rural,Public
Kerala,Kottayam,Karukachal CHCArea,phc,PHC Paippad,NA,9.423033333,76.56878333,Y,Rural,Public
Kerala,Kottayam,Medical College Hospital Kottayam,phc,UPHC Perunna,NA,9.43239939,76.53869972,Y,Urban,Public
Kerala,Alappuzha,Ambalapuzha BPHCArea,phc,Punnapra North PHC,NA,9.432862,76.345274,Y,Rural,Public
Kerala,Alappuzha,Ambalapuzha BPHCArea,phc,Punnapra south PHC,NA,9.440096,76.343364,Y,Rural,Public
Kerala,Pathanamthitta,Kunnanthanam BPHC Area,phc,Anicad PHC,NA,9.455747411,76.67695211,Y,Rural,Public
Kerala,Kottayam,Karukachal CHCArea,phc,PHC Vazhapally,NA,9.456033333,76.52703333,Y,Rural,Public
Kerala,Kottayam,Karukachal CHCArea,phc,24X7 PHC Thrikkodithanam,NA,9.457016667,76.52641667,Y,Rural,Public
Kerala,Kottayam,Karukachal CHCArea,phc,24X7 PHC Madappally,NA,9.4609,76.59276667,Y,Rural,Public
Kerala,Alappuzha,Chempumpuram CHCArea,phc,Kuppappuram PHC,NA,9.461565,76.369794,Y,Rural,Public
Kerala,Pathanamthitta,Kunnanthanam BPHC Area,phc,Kottangal PHC,NA,9.46264797,76.73409311,Y,Rural,Public
Kerala,Alappuzha,W and C Hospital Alappuzha,phc,UPHC Millathuvalappil,NA,9.47897133,76.3342452,Y,Urban,Public
Kerala,Kottayam,Erumely CHCArea,phc,PHC Koruthodu,NA,9.48191072,76.95875645,Y,Rural,Public
Kerala,Kottayam,Erumely CHCArea,phc,PHC Karikkattoor,NA,9.483816667,76.76398333,Y,Rural,Public
Kerala,Kottayam,Edayirickapuzha CHCArea,phc,PHC Vellavor,NA,9.488283333,76.72098333,Y,Rural,Public
Kerala,Alappuzha,Veliyanad CHC Area,phc,Neelamperoor PHC,NA,9.4896,76.497295,Y,Rural,Public
Kerala,Alappuzha,Veliyanad CHC Area,phc,Kavalam PHC,NA,9.492133,76.469124,Y,Rural,Public
Kerala,Kottayam,Erumely CHCArea,phc,24X7 PHC Manimala,NA,9.493483333,76.7492,Y,Rural,Public
Kerala,Alappuzha,Medical College Hospital Alappuzha,phc,UPHC Nehru Trophy,NA,9.5068503,76.35117203,Y,Urban,Public
Kerala,Kottayam,Edayirickapuzha CHCArea,phc,PHC Nedunkunnam,NA,9.5094,76.66625,Y,Rural,Public
Kerala,Kottayam,Erumely CHCArea,phc,PHC Vizhikkathodu,NA,9.516966667,76.8071,Y,Rural,Public
Kerala,Alappuzha,W and C Hospital Alappuzha,phc,UPHC Mangalam ward,NA,9.52125601,76.32761203,Y,Urban,Public
Kerala,Alappuzha,Chettikkad CHCArea,phc,Aryad PHC,NA,9.545655,76.346274,Y,Rural,Public
Kerala,Kottayam,Erumely CHCArea,phc,PHC Parathodu,NA,9.54683728,76.84449434,Y,Rural,Public
Kerala,Idukki,Vandiperiyar CHC Area,phc,Peruvanthanam PHC,NA,9.550939,76.925852,Y,Rural,Public
Kerala,Kottayam,Medical College Hospital Kottayam,phc,UPHC Velloor,NA,9.55132327,76.49677277,Y,Urban,Public
Kerala,Kottayam,Mundankunnu BPHCArea,phc,PHC Meenadam,NA,9.551583333,76.61643333,Y,Rural,Public
Kerala,Kottayam,Panachikkadu BPHCArea,phc,PHC Puthuppally,NA,9.55519821,76.57284826,Y,Rural,Public
Kerala,Kottayam,Edayirickapuzha CHCArea,phc,PHC Vazhoor,NA,9.559483333,76.70211667,Y,Rural,Public
Kerala,Alappuzha,Chettikkad CHCArea,phc,Mannanchery PHC,NA,9.562156,76.346174,Y,Rural,Public
Kerala,Kottayam,Panachikkadu BPHCArea,phc,PHC Panachikkadu,NA,9.562816667,76.53826667,Y,Rural,Public
Kerala,Kottayam,Erumely CHCArea,phc,24x7 PHC Parathanam,NA,9.58103091,76.86442852,Y,Rural,Public
Kerala,Kottayam,Kumarakom CHCArea,phc,PHC Thiruvarppu,NA,9.581183333,76.47788333,Y,Rural,Public
Kerala,Alappuzha,Chettikkad CHCArea,phc,Kalavoor PHC,NA,9.586042,76.327772,Y,Rural,Public
Kerala,Kottayam,Mundankunnu BPHCArea,phc,PHC Kooropada,NA,9.595016667,76.64758333,Y,Rural,Public
Kerala,Kottayam,Kumarakom CHCArea,phc,PHC Manacadu,NA,9.59603,76.58639,Y,Rural,Public
Kerala,Kottayam,Paika Elikulam MC CHCArea,phc,PHC Pallickathodu,NA,9.601966667,76.67751667,Y,Rural,Public
Kerala,Idukki,Vandiperiyar CHC Area,phc,Kumily PHC  24x7,NA,9.603626,77.168385,Y,Rural,Public
Kerala,Kottayam,Athirampuzha BPHCArea,phc,24*7 PHC Aymanam,NA,9.606133333,76.52785,Y,Rural,Public
Kerala,Kottayam,Kumarakom CHCArea,phc,24X7 PHC Parampuzha,NA,9.6091,76.5548,Y,Rural,Public
Kerala,Alappuzha,Muhama CHC Area,phc,Kanjikuzhy PHC,NA,9.611827,76.330522,Y,Rural,Public
Kerala,Kottayam,Mundankunnu BPHCArea,phc,24X7 PHC Mundankunnu,NA,9.617116667,76.68713333,Y,Rural,Public
Kerala,Kottayam,Medical College Hospital Kottayam,phc,UPHC Perumbaikadu,NA,9.62319,76.54032,Y,Urban,Public
Kerala,Alappuzha,Muhama CHC Area,phc,Mararikulam North PHC,NA,9.625679,76.315487,Y,Rural,Public
Kerala,Idukki,Vandiperiyar CHC Area,phc,Elappara PHC,NA,9.630562,76.979526,Y,Rural,Public
Kerala,Kottayam,Ullanad CHCArea,phc,PHC Kozhuvanal,NA,9.6521994,76.6658165,Y,Rural,Public
Kerala,Idukki,Upputhara CHC Area,phc,Chakkupallam PHC,NA,9.654831,77.143298,Y,Rural,Public
Kerala,Kottayam,Edamaruku CHCArea,phc,PHC Thidanadu,NA,9.661916667,76.77903333,Y,Rural,Public
Kerala,Kottayam,Athirampuzha BPHCArea,phc,24X7 PHC Athirampuzha,NA,9.669408,76.540196,Y,Rural,Public
Kerala,Kottayam,KMCH Ettumanoor BPHCArea,phc,24X7 PHC KMCH Ettumanoor,NA,9.670683333,76.55605,Y,Rural,Public
Kerala,Kottayam,Edamaruku CHCArea,phc,24X7 PHC Poonjar,NA,9.671516667,76.81488333,Y,Rural,Public
Kerala,Kottayam,Edamaruku CHCArea,phc,PHC G V Raja Poonjar,NA,9.67486,76.79544,Y,Rural,Public
